,Splate,Species,QG number,Fly-affected?,New York Notes,Cplate,CollectionDate,Latitude,Longitude,Altitude,SubstrateClass,SubstrateNotes,OnGround,ForestType,SubstrateTemp,AmbientTemp,Humidity,SampleNotes,PlateNotes,SplateDate,SplatePicker,SplateFounders,SplateMatingType,Sokehs Ridge Experiment,Don't touch - automated for pivot table
568,C-0200B,Not Caeno,x,,,C-0200,2023-12-11 21:52:50 UTC,6.91936285,158.270784,190.306395,Rotting_nut/pod/seed/fruit,Breadfruit mush,yes,Agroforest,27,29.6,89.4,,"10,000s of worms. No obvious Caenorhabditis. Maybe chunk later 12/12, 12/13.
 12/16 grabbed 5 things, E might be wrong, sort of long.
 12/17 they are laying but only into contamination, tried to excavate some, we’ll see how they do",2023-12-15 22:58:02 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,,x
569,C-0200C,Not Caeno,x,,,C-0200,2023-12-11 21:52:50 UTC,6.91936285,158.270784,190.306395,Rotting_nut/pod/seed/fruit,Breadfruit mush,yes,Agroforest,27,29.6,89.4,,"10,000s of worms. No obvious Caenorhabditis. Maybe chunk later 12/12, 12/13.
 12/16 grabbed 5 things, E might be wrong, sort of long.
 12/17 they are laying but only into contamination, tried to excavate some, we’ll see how they do",2023-12-15 22:58:07 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,,x
570,C-0200D,Not Caeno,x,,,C-0200,2023-12-11 21:52:50 UTC,6.91936285,158.270784,190.306395,Rotting_nut/pod/seed/fruit,Breadfruit mush,yes,Agroforest,27,29.6,89.4,,"10,000s of worms. No obvious Caenorhabditis. Maybe chunk later 12/12, 12/13.
 12/16 grabbed 5 things, E might be wrong, sort of long.
 12/17 they are laying but only into contamination, tried to excavate some, we’ll see how they do",2023-12-15 22:58:12 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,,x
571,C-0200E,Not Caeno,x,,,C-0200,2023-12-11 21:52:50 UTC,6.91936285,158.270784,190.306395,Rotting_nut/pod/seed/fruit,Breadfruit mush,yes,Agroforest,27,29.6,89.4,,"10,000s of worms. No obvious Caenorhabditis. Maybe chunk later 12/12, 12/13.
 12/16 grabbed 5 things, E might be wrong, sort of long.
 12/17 they are laying but only into contamination, tried to excavate some, we’ll see how they do",2023-12-15 22:58:16 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,,x
577,C-0202A,Csp384B,x,,Singleton- compatible with 0018G,C-0202,2023-12-07 03:38:13 UTC,6.9072442,158.181533,546.781139,Rotting_flower,Pwhur flower,yes,Rainforest,22.4,25.9,88.5,,"Few worms, including 2 young adult female Caeno. Picked both to one plate.
 C-plate then tossed, 12/12.",2023-12-10 07:24:10 UTC,mrockman@nyu.edu,Many worms,,,x
578,C-0202B,Csp384B,x,,Singleton - compatible with 0384B,C-0202,2023-12-07 03:38:13 UTC,6.9072442,158.181533,546.781139,Rotting_flower,Pwhur flower,yes,Rainforest,22.4,25.9,88.5,,"Few worms, including 2 young adult female Caeno. Picked both to one plate.
 C-plate then tossed, 12/12.",2023-12-10 07:24:10 UTC,mrockman@nyu.edu,Many worms,,,x
586,C-0208C,Dead,x,,,C-0208,2023-12-13 01:59:47 UTC,6.91739023,158.261484,553.923728,Rotting_stem,Dohng leaf,yes,Rainforest,23.5,NA,NA,,"10s of worms. No obvious Caenorhabditis 12/14. On 12/15, found two mated adult f/h and two males, Caeno.
 12/16 found another plugged female, and a couple more younger females/male. F is a borderline larva — looks too old to be the offspring of one we’ve already collected (maybe?) but too young to confirm caeno
 12/17 couldn’t find female on E, didn’t seem like she was laying. Moved E male to F. Couldn’t find anyone on plate C. Packed them all in case something changes.",2023-12-16 00:10:57 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,,x
588,C-0208E,Not Caeno,x,,,C-0208,2023-12-13 01:59:47 UTC,6.91739023,158.261484,553.923728,Rotting_stem,Dohng leaf,yes,Rainforest,23.5,NA,NA,,"10s of worms. No obvious Caenorhabditis 12/14. On 12/15, found two mated adult f/h and two males, Caeno.
 12/16 found another plugged female, and a couple more younger females/male. F is a borderline larva — looks too old to be the offspring of one we’ve already collected (maybe?) but too young to confirm caeno
 12/17 couldn’t find female on E, didn’t seem like she was laying. Moved E male to F. Couldn’t find anyone on plate C. Packed them all in case something changes.",2023-12-16 00:11:12 UTC,sophia.tintori@nyu.edu,1 adult herm/female + 1 L4 or adult male,,,x
589,C-0208F,Not Caeno,x,,,C-0208,2023-12-13 01:59:47 UTC,6.91739023,158.261484,553.923728,Rotting_stem,Dohng leaf,yes,Rainforest,23.5,NA,NA,,"10s of worms. No obvious Caenorhabditis 12/14. On 12/15, found two mated adult f/h and two males, Caeno.
 12/16 found another plugged female, and a couple more younger females/male. F is a borderline larva — looks too old to be the offspring of one we’ve already collected (maybe?) but too young to confirm caeno
 12/17 couldn’t find female on E, didn’t seem like she was laying. Moved E male to F. Couldn’t find anyone on plate C. Packed them all in case something changes.",2023-12-16 00:11:23 UTC,sophia.tintori@nyu.edu,1 L4 herm/female,,,x
593,C-0216A,No plate,x,,"unmated female in field, no species ID",C-0216,2023-12-11 21:38:33 UTC,6.91954304,158.271192,182.369455,Rotting_flower,Banana flower peel,yes,Agroforest,27.2,29.6,89.4,,"100s of worms. Mixed stages. Tons of adult males and females/herms 12/12
 
 A-D - female 
 E - hermaphrodite 
 12/14, single male added to each of A-D.
 12/15, larvae on B D E, but not A or C. Males are there, females look mated but no progeny.",2023-12-12 11:13:41 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female + 1 L4 male,male/female,,x
595,C-0216C,No plate,x,,"unmated female in field, no species ID",C-0216,2023-12-11 21:38:33 UTC,6.91954304,158.271192,182.369455,Rotting_flower,Banana flower peel,yes,Agroforest,27.2,29.6,89.4,,"100s of worms. Mixed stages. Tons of adult males and females/herms 12/12
 
 A-D - female 
 E - hermaphrodite 
 12/14, single male added to each of A-D.
 12/15, larvae on B D E, but not A or C. Males are there, females look mated but no progeny.",2023-12-12 11:13:57 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female + 1 L4 male,,,x
606,C-0224C,No plate,x,,"unmated female in field, no species ID",C-0224,2023-12-11 22:07:36 UTC,6.91924183,158.270888,189.363434,Rotting_nut/pod/seed/fruit,Star fruit,yes,Agroforest,25,30.4,80.7,,"Few worms, some dead annelids, 12/13. 5 worms are C adults- 2 m and 3 f/h.
 12/14, S-plate C is not fertilized, so added a male. 12/15, no apparent mating.",2023-12-13 10:14:10 UTC,mrockman@nyu.edu,1 adult herm/female + 1 L4 or adult male,,,x
631,C-0240C,Dead,x,,,C-0240,2023-12-08 04:48:14 UTC,6.84620347,158.214746,473.369649,Rotting_nut/pod/seed/fruit,Nihn fig from Holdens reforestation site,yes,Disturbed forest,23.1,22.8,NA,Found flatworm (invasive) present in ziploc bag before tranferring sample to funnel,"Interesting. Dauer present. At least a few species, one of them is caenorhabditis. M and f/h. Picked mated adults 12/9 and 12/10.
 12/11, D appears to be unmated female, no progeny, piano phenotype. Male added.",2023-12-09 12:41:15 UTC,tuc.nguyen@nyu.edu,1 adult herm/female,,,x
634,C-0241A,Csp384B,x,,Singleton - compatible with 0384B,C-0241,2023-12-07 03:51:11 UTC,6.90540712,158.178351,405.113869,Rotting_nut/pod/seed/fruit,Pwuhr,yes,Rainforest,25.5,NA,NA,,"One worm, Caeno female, unmated. C-plate tossed, no more Caeno.",2023-12-10 06:35:35 UTC,mrockman@nyu.edu,1 adult herm/female,,,x
635,C-0243A,Dead,x,,,C-0243,2023-12-11 21:48:29 UTC,6.91958742,158.27102,192.362259,Rotting_nut/pod/seed/fruit,Breadfruit,yes,Agroforest,27.1,NA,NA,,10000s worms!! A lot of worms. Probably will be starve the next day. No obvious Caenorhabditis. 12/13 too.,2023-12-15 22:49:07 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,,x
636,C-0243B,Dead,x,,,C-0243,2023-12-11 21:48:29 UTC,6.91958742,158.27102,192.362259,Rotting_nut/pod/seed/fruit,Breadfruit,yes,Agroforest,27.1,NA,NA,,10000s worms!! A lot of worms. Probably will be starve the next day. No obvious Caenorhabditis. 12/13 too.,2023-12-15 22:49:13 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,,x
637,C-0243C,Dead,x,,,C-0243,2023-12-11 21:48:29 UTC,6.91958742,158.27102,192.362259,Rotting_nut/pod/seed/fruit,Breadfruit,yes,Agroforest,27.1,NA,NA,,10000s worms!! A lot of worms. Probably will be starve the next day. No obvious Caenorhabditis. 12/13 too.,2023-12-15 22:49:18 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,,x
638,C-0243D,Dead,x,,,C-0243,2023-12-11 21:48:29 UTC,6.91958742,158.27102,192.362259,Rotting_nut/pod/seed/fruit,Breadfruit,yes,Agroforest,27.1,NA,NA,,10000s worms!! A lot of worms. Probably will be starve the next day. No obvious Caenorhabditis. 12/13 too.,2023-12-15 22:49:23 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,,x
639,C-0243E,Dead,x,,,C-0243,2023-12-11 21:48:29 UTC,6.91958742,158.27102,192.362259,Rotting_nut/pod/seed/fruit,Breadfruit,yes,Agroforest,27.1,NA,NA,,10000s worms!! A lot of worms. Probably will be starve the next day. No obvious Caenorhabditis. 12/13 too.,2023-12-15 22:49:28 UTC,sophia.tintori@nyu.edu,1 adult herm/female + 1 L4 or adult male,,,x
645,C-0250A,Dead,x,,,C-0250,2023-12-09 10:52:21 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1B5,yes,Disturbed forest,23.1,23.1,NA,100-500,,2023-12-10 11:17:12 UTC,sophia.tintori@nyu.edu,1 L4 herm/female + 1 L4 male,,Yes,x
646,C-0250B,Not Caeno,x,,,C-0250,2023-12-09 10:52:21 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1B5,yes,Disturbed forest,23.1,23.1,NA,100-500,,2023-12-10 11:17:18 UTC,sophia.tintori@nyu.edu,1 L4 herm/female + 1 L4 male,,Yes,x
647,C-0250C,Not Caeno,x,,,C-0250,2023-12-09 10:52:21 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1B5,yes,Disturbed forest,23.1,23.1,NA,100-500,,2023-12-10 11:17:23 UTC,sophia.tintori@nyu.edu,1 L4 herm/female + 1 L4 male,,Yes,x
648,C-0250D,Not Caeno,x,,,C-0250,2023-12-09 10:52:21 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1B5,yes,Disturbed forest,23.1,23.1,NA,100-500,,2023-12-10 11:17:28 UTC,sophia.tintori@nyu.edu,1 L4 herm/female + 1 L4 male,,Yes,x
649,C-0250E,Not Caeno,x,,,C-0250,2023-12-09 10:52:21 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1B5,yes,Disturbed forest,23.1,23.1,NA,100-500,,2023-12-10 11:17:32 UTC,sophia.tintori@nyu.edu,1 L4 herm/female + 1 L4 male,,Yes,x
655,C-0257A,No plate,x,,,C-0257,2023-12-07 04:29:28 UTC,6.90556412,158.179785,380.030006,Rotting_nut/pod/seed/fruit,Pwuhr - looks like something ate some of the conspecifics around it,yes,Rainforest,24.2,NA,NA,,"10-20 C worms, larvae and adults, very abused by the terrible bacteria on the plate.
 S plates A-C are single sickly adults, and D is a bunch of worms transferred through a cleanup plate.
 12/14, plates A and C are dead, B and D doing fine. Tossed A and C S-plates.",2023-12-10 12:00:32 UTC,mrockman@nyu.edu,1 adult herm/female,,,x
657,C-0257C,No plate,x,,,C-0257,2023-12-07 04:29:28 UTC,6.90556412,158.179785,380.030006,Rotting_nut/pod/seed/fruit,Pwuhr - looks like something ate some of the conspecifics around it,yes,Rainforest,24.2,NA,NA,,"10-20 C worms, larvae and adults, very abused by the terrible bacteria on the plate.
 S plates A-C are single sickly adults, and D is a bunch of worms transferred through a cleanup plate.
 12/14, plates A and C are dead, B and D doing fine. Tossed A and C S-plates.",2023-12-10 12:00:46 UTC,mrockman@nyu.edu,1 adult herm/female,,,x
659,C-0258A,No plate,x,,,C-0258,2023-12-07 03:48:51 UTC,6.90539321,158.178267,416.978981,Rotting_flower,Fraegarea beretriana - Pwuhr,yes,Rainforest,24.5,NA,NA,,"Plate is all Caeno, m and f/h, but just a handful of adults 12/10. Five S plates were founded 12/9, but no notes taken; these were either one L4 or one adult f/h (except C, which is conspicuously plugged). 12/10, four are doing well and plate A looks dead, with bad bacteria. The original C plate has no more adult F/h though. 
 Plate A dead and discarded.",2023-12-10 13:07:38 UTC,mrockman@nyu.edu,1 adult herm/female,,,x
664,C-0261A,Not Caeno,x,,,C-0261,2023-12-09 10:32:50 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1C1,yes,Disturbed forest,23.1,23.1,NA,50-100,,2023-12-10 11:02:53 UTC,sophia.tintori@nyu.edu,1 L4 herm/female + 1 L4 male,,Yes,x
665,C-0261B,Not Caeno,x,,,C-0261,2023-12-09 10:32:50 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1C1,yes,Disturbed forest,23.1,23.1,NA,50-100,,2023-12-10 11:02:58 UTC,sophia.tintori@nyu.edu,1 L4 herm/female + 1 L4 male,,Yes,x
666,C-0261C,Not Caeno,x,,,C-0261,2023-12-09 10:32:50 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1C1,yes,Disturbed forest,23.1,23.1,NA,50-100,,2023-12-10 11:03:03 UTC,sophia.tintori@nyu.edu,1 L4 herm/female + 1 L4 male,,Yes,x
667,C-0261D,Not Caeno,x,,,C-0261,2023-12-09 10:32:50 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1C1,yes,Disturbed forest,23.1,23.1,NA,50-100,,2023-12-10 11:03:07 UTC,sophia.tintori@nyu.edu,1 L4 herm/female + 1 L4 male,,Yes,x
671,C-0262A,No plate,x,,,C-0262,2023-12-07 03:32:52 UTC,6.907277,158.181527,547.525454,Rotting_nut/pod/seed/fruit,Pwohr,yes,Rainforest,22.3,NA,NA,,"12.08 - two caenorhabditis males, 2 larvae; 12/9, I see two adult males and one female/h that is just molten to adulthood. Picked a pair to an S plate.
 12/14, it’s not Caeno. Tossed along with C plate.",2023-12-09 04:15:52 UTC,mrockman@nyu.edu,1 adult herm/female + 1 L4 or adult male,,,x
672,C-0266A,Not Caeno,x,,,C-0266,2023-12-12 23:05:05 UTC,6.95703277,158.209436,32.9363506,Rotting_nut/pod/seed/fruit,Mystery pod #2,yes,Urban,28.4,NA,NA,,"Several very small worms. Young larvae? 12/14
 12/15 looks like ~3 oscheius
 12/16 three worms that are probably not caeno but look a little larger than oscheius to me. Took them to watch, but probably not keep.",2023-12-15 22:39:31 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,,x
673,C-0266B,Not Caeno,x,,Oscheius,C-0266,2023-12-12 23:05:05 UTC,6.95703277,158.209436,32.9363506,Rotting_nut/pod/seed/fruit,Mystery pod #2,yes,Urban,28.4,NA,NA,,"Several very small worms. Young larvae? 12/14
 12/15 looks like ~3 oscheius
 12/16 three worms that are probably not caeno but look a little larger than oscheius to me. Took them to watch, but probably not keep.",2023-12-15 22:39:37 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,,x
674,C-0266C,Not Caeno,x,,Oscheius,C-0266,2023-12-12 23:05:05 UTC,6.95703277,158.209436,32.9363506,Rotting_nut/pod/seed/fruit,Mystery pod #2,yes,Urban,28.4,NA,NA,,"Several very small worms. Young larvae? 12/14
 12/15 looks like ~3 oscheius
 12/16 three worms that are probably not caeno but look a little larger than oscheius to me. Took them to watch, but probably not keep.",2023-12-15 22:39:43 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,,x
680,C-0276A,No plate,x,,,C-0276,2023-12-07 21:57:12 UTC,6.84702633,158.214682,493.009987,Rotting_nut/pod/seed/fruit,Clinostigma ponapensis - Kotopw,yes,Rainforest,22.6,27.6,99.9,,"10ish small worms, promising? 12/9.
 
 
 Worms are long and skinny. Vulva found off center, towards the tail. No apparent males. 
 
 12/12, no Caeno. S plates not proliferating. All discarded.",2023-12-10 03:38:40 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female,,,x
681,C-0276B,No plate,x,,,C-0276,2023-12-07 21:57:12 UTC,6.84702633,158.214682,493.009987,Rotting_nut/pod/seed/fruit,Clinostigma ponapensis - Kotopw,yes,Rainforest,22.6,27.6,99.9,,"10ish small worms, promising? 12/9.
 
 
 Worms are long and skinny. Vulva found off center, towards the tail. No apparent males. 
 
 12/12, no Caeno. S plates not proliferating. All discarded.",2023-12-10 03:38:49 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female,,,x
682,C-0276C,No plate,x,,,C-0276,2023-12-07 21:57:12 UTC,6.84702633,158.214682,493.009987,Rotting_nut/pod/seed/fruit,Clinostigma ponapensis - Kotopw,yes,Rainforest,22.6,27.6,99.9,,"10ish small worms, promising? 12/9.
 
 
 Worms are long and skinny. Vulva found off center, towards the tail. No apparent males. 
 
 12/12, no Caeno. S plates not proliferating. All discarded.",2023-12-10 03:39:01 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female,,,x
683,C-0276D,No plate,x,,,C-0276,2023-12-07 21:57:12 UTC,6.84702633,158.214682,493.009987,Rotting_nut/pod/seed/fruit,Clinostigma ponapensis - Kotopw,yes,Rainforest,22.6,27.6,99.9,,"10ish small worms, promising? 12/9.
 
 
 Worms are long and skinny. Vulva found off center, towards the tail. No apparent males. 
 
 12/12, no Caeno. S plates not proliferating. All discarded.",2023-12-10 03:39:07 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female,,,x
684,C-0277A,Dead,x,,,C-0277,2023-12-05 05:35:13 UTC,6.96779778,158.190068,243.353127,Rotting_nut/pod/seed/fruit,,yes,Disturbed forest,26,28.3,96.6,,"Hundreds, mostly long, a couple that look like caeno maybe",2023-12-06 10:39:42 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,,x
686,C-0277C,Dead,x,,,C-0277,2023-12-05 05:35:13 UTC,6.96779778,158.190068,243.353127,Rotting_nut/pod/seed/fruit,,yes,Disturbed forest,26,28.3,96.6,,"Hundreds, mostly long, a couple that look like caeno maybe",2023-12-08 12:31:30 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,,x
687,C-0277D,Dead,x,,,C-0277,2023-12-05 05:35:13 UTC,6.96779778,158.190068,243.353127,Rotting_nut/pod/seed/fruit,,yes,Disturbed forest,26,28.3,96.6,,"Hundreds, mostly long, a couple that look like caeno maybe",2023-12-08 12:31:37 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,,x
688,C-0277E,Dead,x,,,C-0277,2023-12-05 05:35:13 UTC,6.96779778,158.190068,243.353127,Rotting_nut/pod/seed/fruit,,yes,Disturbed forest,26,28.3,96.6,,"Hundreds, mostly long, a couple that look like caeno maybe",2023-12-08 12:31:43 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,,x
694,C-0292A,Csp384B,x,,Singleton male - compatible with 0018G,,,,,,,,,,,,,,,,,,,,x
704,C-0294E,Dead,x,,,C-0294,2023-12-08 02:31:36 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1R5,yes,Rainforest,23.1,23.1,NA,100-500,,2023-12-11 11:11:48 UTC,sophia.tintori@nyu.edu,,,Yes,x
710,C-0306A,Csp384B,x,,Singleton - compatible with 0197A/0290C F1 males,,,,,,,,,,,,,,,,,,,,x
712,C-0308B,Not Caeno,x,,,,,,,,,,,,,,,,,,,,,,x
713,C-0308C,Not Caeno,x,,,,,,,,,,,,,,,,,,,,,,x
719,C-0316A,Dead,x,,,C-0316,2023-12-07 04:07:05 UTC,6.90560528,158.180553,481.462546,Rotting_nut/pod/seed/fruit,Clinostigma ponapensis - Kotop pile,yes,Rainforest,25,26.8,95,,"Several spp, including two Caeno f/h adults and one (?) male, 12/10.",2023-12-10 09:57:03 UTC,mrockman@nyu.edu,1 adult herm/female,,,x
722,C-0318B,No plate,x,,,C-0318,2023-12-11 22:06:17 UTC,6.91924243,158.270876,191.092592,Rotting_nut/pod/seed/fruit,Starfruit,yes,Agroforest,26.8,30.5,80.3,,"3+ caenorhabditis males. Mixed staged worms. At least one additional non cae species.
 
 
 L4s picked are long and skinny …12/12
 
 
 12/13
 A is hermaphrodite, E is male/female- added a male to E. Picked 3 more L4s onto 3 new plates. 
 
 D is nonC male; discarded.
 12/17, worms on G look fine, but no plug and no offspring",2023-12-12 11:58:32 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female,,,x
723,C-0318C,No plate,x,,,C-0318,2023-12-11 22:06:17 UTC,6.91924243,158.270876,191.092592,Rotting_nut/pod/seed/fruit,Starfruit,yes,Agroforest,26.8,30.5,80.3,,"3+ caenorhabditis males. Mixed staged worms. At least one additional non cae species.
 
 
 L4s picked are long and skinny …12/12
 
 
 12/13
 A is hermaphrodite, E is male/female- added a male to E. Picked 3 more L4s onto 3 new plates. 
 
 D is nonC male; discarded.
 12/17, worms on G look fine, but no plug and no offspring",2023-12-12 11:58:38 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female,,,x
724,C-0318D,No plate,x,,,C-0318,2023-12-11 22:06:17 UTC,6.91924243,158.270876,191.092592,Rotting_nut/pod/seed/fruit,Starfruit,yes,Agroforest,26.8,30.5,80.3,,"3+ caenorhabditis males. Mixed staged worms. At least one additional non cae species.
 
 
 L4s picked are long and skinny …12/12
 
 
 12/13
 A is hermaphrodite, E is male/female- added a male to E. Picked 3 more L4s onto 3 new plates. 
 
 D is nonC male; discarded.
 12/17, worms on G look fine, but no plug and no offspring",2023-12-12 11:58:43 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female,,,x
727,C-0318G,No plate,x,,,C-0318,2023-12-11 22:06:17 UTC,6.91924243,158.270876,191.092592,Rotting_nut/pod/seed/fruit,Starfruit,yes,Agroforest,26.8,30.5,80.3,,"3+ caenorhabditis males. Mixed staged worms. At least one additional non cae species.
 
 
 L4s picked are long and skinny …12/12
 
 
 12/13
 A is hermaphrodite, E is male/female- added a male to E. Picked 3 more L4s onto 3 new plates. 
 
 D is nonC male; discarded.
 12/17, worms on G look fine, but no plug and no offspring",2023-12-13 09:08:55 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female,,,x
741,C-0326C,No plate,x,,,C-0326,2023-12-11 21:46:12 UTC,6.91956097,158.270983,188.872879,Rotting_nut/pod/seed/fruit,Breadfruit,yes,Agroforest,28.7,29.2,89.4,,"A few hundred worms, but fighting killer bacteria. Fly larvae. Moved a bunch of the healthier looking worms to a cleanup plate; most of the remaining worms are too skiddy to save. All S plates derive from cleanup plate. 
 12/15, all but plate C doing well-ish, though skiddy. C is unmated, discarded.",2023-12-13 08:59:46 UTC,mrockman@nyu.edu,1 adult herm/female + 1 L4 or adult male,,,x
745,C-0328A,Not Caeno,x,,,C-0328,2023-12-05 05:56:13 UTC,6.96431082,158.191181,243.957985,Rotting_flower,"Local survey fake sample so many figs
 
 Ficus tinctoria",yes,Rainforest,NA,NA,NA,,"Thousands. Lots of males and plugs, mostly long but some look very c elegansy. B didn’t make offspring, so adding males a couple days later.",2023-12-06 10:58:38 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female,,,x
751,C-0331B,Not Caeno,x,,,C-0331,2023-12-09 10:26:25 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1A1,yes,Rainforest,23.1,23.1,NA,9,"One plugged adult female/herm. One adult male. There are other species on the plate (spiral mating). Picked the male with the other female/herm worm (most likely not caenorhabditis). the remaining worms are too young to tell. 
 Tuc 6:50PM 12/10",2023-12-10 07:57:06 UTC,tuc.nguyen@nyu.edu,1 adult herm/female + 1 L4 or adult male,,Yes,x
764,C-0355A,Not Caeno,x,,,C-0355,2023-12-08 02:38:25 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1B1,yes,Rainforest,23.1,23.1,NA,10-50,plugs but they seem kind of spent. check tomorrow to see if any embryos are still being made,2023-12-10 12:47:12 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,Yes,x
770,C-0355G,Not Caeno,x,,,C-0355,2023-12-08 02:38:25 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1B1,yes,Rainforest,23.1,23.1,NA,10-50,plugs but they seem kind of spent. check tomorrow to see if any embryos are still being made,2023-12-10 12:47:40 UTC,sophia.tintori@nyu.edu,,,Yes,x
776,C-0360C,Dead,x,,,C-0360,2023-12-06 04:29:38 UTC,6.86838855,158.181218,440.924116,Rotting_flower,Fagraea berteroana - Pwuhr,yes,Rainforest,22.3,23.8,99.9,,"On 12/10, plate B seems to have failed, so made a new plate F from the original C plate. B plate discarded.",2023-12-08 15:07:20 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,,x
801,C-0377A,No plate,x,,,C-0377,2023-12-07 05:42:13 UTC,6.90312603,158.170628,153.996315,Vegetal_litter/mix,Fig,yes,Rainforest,25.8,28.6,93.9,,"100 Caeno, herms, no males, larvae and adults, 12/10.
 Later, plate A appears to be female (the others are herms). I searched for a while and found one male, which I added to plate A, though it seems likely to be a male from the herm species.
 12/12, indeed, the male looks fine, the female still unmated, no embryos. Moved the female to a new plate.
 Set up test rods between the male and a herm from S plate E. check for male progeny.",2023-12-10 07:57:57 UTC,mrockman@nyu.edu,1 adult herm/female,,,x
804,C-0377D,Dead,x,,,C-0377,2023-12-07 05:42:13 UTC,6.90312603,158.170628,153.996315,Vegetal_litter/mix,Fig,yes,Rainforest,25.8,28.6,93.9,,"100 Caeno, herms, no males, larvae and adults, 12/10.
 Later, plate A appears to be female (the others are herms). I searched for a while and found one male, which I added to plate A, though it seems likely to be a male from the herm species.
 12/12, indeed, the male looks fine, the female still unmated, no embryos. Moved the female to a new plate.
 Set up test rods between the male and a herm from S plate E. check for male progeny.",2023-12-10 07:58:12 UTC,mrockman@nyu.edu,1 adult herm/female,,,x
810,C-0380E,Dead,x,,,C-0380,2023-12-09 10:34:32 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1E1,yes,Disturbed forest,23.1,23.1,NA,100-500,"Fat worms. Fast growing. Younger worms could be offspring. All fem/herm plugged, except one? Couldn’t find it again. 
 
 Tuc 12/10",2023-12-10 11:20:53 UTC,tuc.nguyen@nyu.edu,1 adult herm/female,,Yes,x
826,C-0383A,Csp384B,x,,Singleton - compatible with 0384B,C-0383,2023-12-07 02:25:22 UTC,6.90463213,158.177198,356.997789,Rotting_nut/pod/seed/fruit,Katak palm fruits group,yes,Rainforest,24.4,28.3,88.1,,"Few worms, one annelid; one young adult female 12/10, no mate.
 C-plate tossed, no more Caeno, 12/12.",2023-12-10 07:05:04 UTC,mrockman@nyu.edu,1 adult herm/female,,,x
868,C-0397A,No plate,x,,,C-0397,2023-12-09 10:43:09 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1E3,yes,Disturbed forest,23.1,23.1,NA,10,"Not caenorhabditis? Had picked some s plates but none of them ended up being caeno, so tossed everything",2023-12-10 13:21:42 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,Yes,x
869,C-0397B,No plate,x,,,C-0397,2023-12-09 10:43:09 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1E3,yes,Disturbed forest,23.1,23.1,NA,10,"Not caenorhabditis? Had picked some s plates but none of them ended up being caeno, so tossed everything",2023-12-10 13:21:46 UTC,sophia.tintori@nyu.edu,,,Yes,x
